Air temperature [K],Torque [Nm],Tool wear [min],Failure Type
297.4,45.5,49,0
302.3,43.2,210,0
300.7,32.8,79,0
298.3,44.1,197,0
302.3,23.0,124,0
298.5,44.5,132,0
297.4,32.5,207,0
297.6,38.1,182,0
297.7,44.1,140,0
297.5,36.1,100,0
303.1,55.8,113,0
302.1,48.2,166,3
300.6,30.6,171,0
300.5,54.3,136,0
297.8,35.2,66,0
297.3,52.0,214,0
298.8,39.0,131,0
300.9,31.0,148,0
298.2,34.3,33,0
297.6,39.7,166,0
300.4,54.5,122,0
300.8,51.7,111,0
298.1,32.5,45,0
299.1,28.7,43,0
300.8,53.3,151,0
301.3,41.2,223,0
300.8,28.4,79,0
300.7,18.5,95,0
298.9,38.2,58,0
302.4,30.1,210,0
298.3,47.4,33,0
297.4,59.1,201,0
300.7,50.2,222,2
300.5,23.6,0,0
302.5,41.6,16,0
297.2,42.0,6,0
298.3,33.9,82,0
295.9,40.9,107,0
301.2,51.2,112,0
301.3,40.9,57,0
300.4,54.6,111,0
298.5,37.9,37,0
298.9,61.9,216,2
297.3,41.0,16,0
298.8,42.1,154,0
301.4,47.2,22,0
298.1,50.6,108,0
299.3,23.5,100,0
299.9,39.4,18,0
300.6,40.2,93,0
300.0,28.6,112,0
297.5,52.3,148,0
297.5,46.2,110,0
299.5,61.1,67,0
303.4,23.5,59,0
300.5,44.5,152,0
302.2,48.3,36,0
300.8,52.3,77,0
302.7,30.8,195,0
298.2,36.6,185,0
299.4,41.5,30,0
303.9,48.4,178,0
298.6,40.8,6,0
298.0,24.3,0,0
301.5,36.0,64,0
298.0,45.6,140,0
299.8,30.8,100,0
298.3,41.3,0,0
299.2,47.2,175,0
299.6,34.2,151,0
301.1,34.5,115,0
300.8,36.2,0,0
299.0,42.2,87,0
297.2,38.1,88,0
300.5,30.5,132,0
298.2,48.5,164,0
298.7,45.9,30,0
300.4,45.3,180,0
303.5,27.3,40,0
300.2,42.8,88,0
302.4,50.5,53,0
302.3,43.1,115,0
302.3,40.6,66,0
302.5,52.7,139,0
300.1,39.7,42,0
297.1,38.8,229,0
299.9,24.4,151,0
300.5,72.8,159,1
298.3,27.1,7,0
304.3,32.1,202,0
302.4,29.9,44,0
301.6,22.9,18,0
298.0,46.2,11,0
299.3,45.1,107,0
297.4,35.8,215,0
299.4,36.1,212,0
301.3,44.5,14,0
298.9,51.1,138,0
298.8,31.2,102,0
300.8,43.5,71,0
303.7,33.8,96,0
300.8,36.3,205,0
299.2,34.3,107,0
299.0,39.2,153,0
298.1,37.6,12,0
297.4,41.2,66,0
296.1,30.8,18,0
300.2,36.4,170,0
298.9,39.8,202,0
301.3,41.5,197,0
300.7,44.9,119,0
303.6,42.0,110,0
297.3,24.4,47,0
298.4,48.4,100,0
298.1,56.0,63,0
299.0,46.3,198,0
297.8,24.3,129,0
303.6,35.7,81,0
300.5,40.5,180,0
302.3,54.2,198,0
298.3,45.5,63,0
298.6,40.7,106,0
299.4,36.1,169,0
298.9,42.5,187,0
298.1,17.5,5,0
298.8,40.3,126,0
300.7,38.6,56,0
297.5,35.5,155,0
296.3,49.0,13,0
296.2,48.6,7,0
299.3,45.4,191,0
301.1,53.4,0,0
299.8,45.2,106,0
301.6,34.2,143,0
299.0,19.5,111,0
300.2,41.1,60,0
301.5,46.5,35,0
299.3,49.0,165,0
300.5,42.8,196,0
298.3,36.9,41,0
304.0,47.1,144,0
302.5,46.8,179,0
300.4,57.9,168,0
301.4,30.6,110,0
300.7,64.9,160,0
297.9,38.1,62,0
298.4,23.9,24,0
300.8,38.7,39,0
300.9,32.7,67,0
300.4,50.2,179,0
298.3,44.3,173,0
297.2,46.9,173,0
298.6,47.7,0,0
301.9,49.8,66,0
300.0,33.1,65,0
299.9,28.9,160,0
301.5,31.9,137,0
303.7,44.8,196,0
299.9,28.2,117,0
301.1,48.9,160,0
300.7,19.1,102,0
301.5,34.1,151,0
296.2,48.3,162,0
299.3,37.5,111,0
297.4,49.7,132,0
300.6,45.5,74,0
303.5,34.2,108,0
299.3,69.4,119,1
302.3,43.8,119,0
301.8,32.7,19,0
298.1,45.9,3,0
299.5,44.4,154,0
303.1,31.6,101,0
299.7,47.6,192,0
300.8,31.3,221,0
300.0,32.4,4,0
301.5,42.1,212,0
303.4,32.8,79,0
300.9,27.3,76,0
303.5,22.3,157,0
302.5,54.0,196,0
297.4,52.1,130,0
300.7,51.3,174,0
302.7,46.3,251,2
300.8,61.1,178,0
301.9,25.0,137,0
303.7,45.5,51,0
298.3,45.1,138,0
298.3,37.1,170,0
302.5,36.9,103,0
298.5,44.8,92,0
300.3,42.4,145,0
298.1,43.3,155,0
297.0,56.4,202,2
297.8,41.2,0,0
303.8,45.0,113,0
298.5,40.5,199,0
298.2,35.5,15,0
298.4,45.3,23,0
298.1,41.9,73,0
298.1,63.0,13,0
300.3,41.5,151,0
297.1,42.3,135,0
299.3,37.7,42,0
302.4,32.9,132,0
299.3,49.3,215,0
301.5,46.5,206,0
298.0,25.3,124,0
297.2,26.4,146,0
297.7,30.2,168,0
297.9,54.3,151,0
299.2,51.1,98,0
300.2,39.2,122,0
298.0,36.5,109,0
297.7,50.2,103,0
301.5,47.3,79,0
300.5,59.5,33,0
302.8,53.8,246,2
304.1,42.4,155,0
297.8,24.0,178,0
298.4,46.1,37,0
297.2,44.9,85,0
298.6,33.3,95,0
297.7,35.8,195,0
297.8,33.2,177,0
298.2,19.2,90,0
295.7,47.9,117,0
300.9,42.4,171,0
303.7,36.3,200,0
303.8,53.6,136,0
302.4,36.5,193,0
300.7,52.3,104,0
300.7,39.9,59,0
304.1,43.7,111,0
298.2,34.6,81,0
302.3,26.4,79,0
298.6,54.0,6,0
303.9,41.1,121,0
301.1,29.6,186,0
298.9,24.9,35,0
297.3,48.0,171,0
300.6,44.0,97,0
299.5,52.7,92,0
297.5,48.5,108,0
300.4,42.1,182,0
300.2,45.6,175,0
302.4,42.1,105,0
302.4,38.2,120,0
302.5,59.7,172,5
300.7,46.4,90,0
300.7,49.9,124,0
298.7,43.5,84,0
302.8,39.5,23,0
301.0,44.1,217,0
301.8,33.3,4,0
297.3,32.8,92,0
302.4,58.6,201,0
300.3,44.7,203,0
302.4,45.8,123,0
297.3,49.3,176,0
301.6,40.2,191,0
297.9,35.9,92,0
296.3,42.5,35,0
301.7,28.9,59,0
300.2,33.8,19,0
299.0,31.1,134,0
296.6,38.6,173,0
299.1,43.0,40,0
297.1,46.9,203,0
296.8,40.4,217,0
301.7,43.6,154,0
302.8,36.6,84,0
299.5,54.1,147,0
302.8,32.2,78,0
295.5,32.8,67,0
302.0,29.0,222,0
298.0,55.9,79,0
303.5,40.3,73,0
297.1,32.6,184,0
298.1,39.2,65,0
299.7,47.1,143,0
297.3,37.0,184,0
301.7,44.3,208,4
300.4,66.1,40,0
297.9,28.5,63,0
298.1,43.7,153,0
297.1,34.3,181,0
299.2,35.0,201,0
300.6,37.9,86,0
298.8,35.1,173,0
301.0,57.2,174,0
300.2,23.2,210,0
302.7,47.5,11,3
300.6,30.5,45,0
303.4,37.9,203,0
303.0,20.2,137,0
299.2,23.9,137,0
302.0,22.9,178,0
300.4,43.4,198,0
300.4,44.2,189,0
303.7,23.1,193,0
298.4,35.2,92,0
300.4,38.9,150,0
300.3,47.5,64,0
302.6,41.2,156,0
296.6,37.7,110,0
304.1,54.1,57,0
297.0,47.7,191,0
301.9,58.2,79,0
297.6,51.5,4,0
298.0,37.7,220,4
297.3,39.4,59,0
297.8,48.2,10,0
297.1,15.7,181,0
298.8,32.4,38,0
297.4,21.8,24,0
299.6,26.1,146,0
298.3,33.2,75,0
300.2,31.2,73,0
303.8,35.2,69,0
297.5,39.2,74,0
301.2,45.5,23,0
301.4,36.3,193,0
299.1,29.6,108,0
300.5,19.8,189,0
302.2,37.4,37,0
298.0,32.3,30,0
301.0,30.7,200,0
299.4,56.4,175,0
299.3,38.3,59,0
301.2,45.7,76,0
299.1,44.0,149,0
298.2,41.8,132,0
295.6,52.4,0,0
299.5,54.9,72,0
300.1,34.8,32,0
301.9,52.5,171,0
302.6,36.2,139,0
300.8,44.4,86,0
298.3,37.0,174,0
301.0,19.7,17,0
298.4,27.6,64,0
303.6,32.5,7,0
299.4,35.9,68,0
299.7,44.5,105,0
302.5,54.8,0,0
300.3,34.0,177,0
298.9,56.2,119,0
301.6,30.3,79,0
295.6,51.1,7,0
298.8,55.8,155,0
298.6,40.3,32,0
302.5,29.9,42,0
302.0,38.6,34,0
303.4,28.3,175,0
304.1,46.9,152,0
303.9,48.3,110,0
298.6,45.7,144,5
301.5,40.6,0,0
297.4,34.3,166,0
298.8,35.1,52,0
298.8,45.7,97,0
302.4,36.2,166,0
302.9,47.7,173,0
298.8,50.8,57,0
298.7,29.0,145,0
297.5,43.3,34,0
295.9,41.0,109,0
300.8,43.3,180,0
299.7,49.8,80,0
295.6,61.8,27,0
297.2,38.4,146,0
302.1,52.0,95,0
301.6,31.1,83,0
302.4,36.5,64,0
296.5,42.1,162,0
300.0,46.1,7,0
300.7,32.8,31,0
301.4,21.8,205,0
301.9,31.4,133,0
297.8,25.6,200,4
298.3,58.4,90,0
300.3,53.4,151,0
299.2,30.3,115,0
298.1,40.9,147,0
297.5,45.4,70,0
299.1,51.7,71,0
301.6,33.8,196,0
301.5,44.0,222,0
301.6,45.7,164,0
297.2,52.4,37,0
298.6,35.9,213,0
298.6,45.7,49,0
301.7,20.9,5,0
298.6,42.7,82,0
300.9,44.2,188,0
302.0,44.0,64,0
299.0,37.1,131,0
303.4,69.4,52,1
303.7,49.1,188,0
299.3,37.6,132,0
298.0,46.7,116,0
300.1,50.9,34,0
298.3,47.3,65,0
302.0,50.5,187,0
297.4,36.4,56,0
301.1,16.6,43,0
301.7,42.4,113,0
300.0,52.1,128,0
298.7,40.4,108,0
298.9,26.1,131,0
295.6,49.9,133,0
301.0,35.9,67,0
298.9,53.0,185,0
298.6,37.4,47,0
300.8,39.9,15,0
300.2,35.7,80,0
299.2,41.5,150,0
301.1,42.6,52,0
302.8,42.6,232,0
297.5,45.2,34,0
301.4,38.0,168,0
300.2,35.3,80,0
302.1,30.3,81,0
304.4,35.0,205,4
297.4,30.7,177,0
299.4,27.8,10,0
299.5,33.5,5,0
301.2,49.2,105,0
302.5,34.6,112,0
300.7,37.9,98,0
300.1,43.4,65,0
300.1,34.5,53,0
300.9,33.5,25,0
299.8,49.7,161,0
302.9,36.3,141,0
297.4,46.3,137,0
298.7,35.1,152,0
302.0,39.2,112,0
304.0,40.6,124,0
299.0,46.6,144,0
297.3,53.5,7,0
302.7,37.7,60,0
301.7,37.8,0,0
297.4,33.7,175,0
296.9,18.9,86,0
299.4,28.4,201,0
297.6,53.1,7,0
298.8,40.3,154,0
300.2,30.3,27,0
300.3,47.3,40,0
304.2,35.7,180,0
297.5,42.3,29,0
297.9,38.1,96,0
302.3,43.8,7,0
303.7,34.9,92,0
302.4,42.2,139,0
303.8,38.0,209,0
299.4,49.7,9,0
300.5,28.4,158,0
299.8,15.9,201,0
298.1,37.7,80,0
298.3,43.8,176,0
303.0,41.9,98,0
295.6,30.9,210,0
299.2,45.5,107,0
296.3,51.1,177,0
302.4,46.4,194,0
299.7,54.1,118,0
297.0,29.4,130,0
299.6,35.4,202,0
301.1,37.5,119,0
297.5,34.9,166,0
300.2,25.8,35,0
298.8,48.7,192,0
300.3,44.7,179,0
299.6,31.0,122,0
297.6,38.9,157,0
301.3,55.2,88,0
298.8,44.0,136,0
300.6,38.2,187,0
300.0,41.4,28,0
301.5,47.0,26,0
300.4,54.3,44,0
303.0,30.0,89,0
302.2,48.4,161,3
301.2,54.5,49,0
298.2,40.4,20,0
298.7,46.4,48,0
303.3,59.1,4,0
300.6,22.5,157,0
302.5,38.8,186,0
298.4,47.6,130,0
298.3,42.0,13,0
298.9,55.1,140,0
300.5,45.2,8,0
300.3,55.0,135,0
300.3,45.1,181,0
301.3,41.2,56,0
299.2,45.6,2,0
298.7,45.6,37,0
298.5,33.0,127,0
299.5,41.3,101,0
298.4,36.2,196,0
303.7,45.9,74,0
300.3,41.0,29,0
299.1,46.7,197,0
299.0,25.7,68,0
297.9,43.7,59,0
298.8,48.5,70,0
301.5,40.0,94,0
300.1,33.7,218,0
297.4,25.0,210,0
304.0,28.7,106,0
300.5,54.0,129,0
297.7,35.2,173,0
300.6,34.8,62,0
302.0,47.8,182,0
297.4,51.2,52,0
298.1,15.9,78,0
297.5,48.5,193,0
300.2,40.7,23,0
304.2,45.9,48,0
302.1,29.9,176,0
296.7,47.5,3,0
301.6,47.2,152,0
298.5,40.2,114,0
298.0,50.8,122,0
298.5,33.3,116,0
302.2,37.1,10,0
301.6,39.5,24,0
299.3,51.5,185,0
301.9,40.3,130,0
301.6,49.2,104,0
297.8,27.5,146,0
301.1,29.5,51,0
302.3,39.9,136,0
298.3,32.7,0,0
299.2,36.3,104,0
304.2,46.0,149,0
298.2,34.6,74,0
297.4,41.4,156,0
301.1,35.7,174,0
300.4,39.0,45,0
298.8,22.5,82,0
298.3,12.8,84,0
300.4,58.3,9,0
302.1,27.7,50,0
298.1,33.7,47,0
299.6,46.4,16,0
298.8,52.5,111,0
295.9,50.2,51,0
301.1,35.6,34,0
297.3,60.6,119,0
298.9,30.2,162,0
302.3,55.4,57,0
302.1,43.4,33,0
298.6,48.0,141,0
303.6,52.9,86,3
298.0,47.8,19,0
299.1,32.6,90,0
298.3,40.9,162,0
300.5,29.1,145,0
300.3,39.7,121,0
303.7,44.1,136,0
303.8,23.7,16,0
303.4,36.4,114,0
301.7,40.4,48,0
301.8,54.7,95,0
301.6,21.5,102,0
297.8,47.3,160,0
302.4,41.6,124,0
298.8,32.8,157,0
300.5,18.8,75,0
297.5,29.4,136,0
301.4,37.6,77,0
300.3,38.9,23,0
300.0,44.9,133,0
302.4,36.8,215,0
302.2,35.9,61,0
300.2,41.8,161,0
297.4,33.8,127,0
297.8,15.7,36,0
298.6,54.1,47,0
297.9,46.8,89,0
298.1,40.5,58,0
298.2,49.4,209,0
297.9,38.2,80,0
300.6,39.4,78,0
301.1,52.8,194,0
301.5,43.9,142,0
298.2,50.1,166,0
298.8,36.8,197,0
299.0,34.5,168,0
303.3,53.9,39,0
298.7,48.3,157,0
301.2,40.9,21,0
297.6,43.2,139,0
300.1,30.4,92,0
302.4,44.5,195,0
301.5,48.1,81,0
300.6,32.7,44,0
298.4,35.3,51,0
302.9,32.1,85,0
299.1,44.4,24,0
299.2,49.7,74,0
298.0,45.5,214,0
301.7,37.2,128,0
297.4,48.7,21,0
298.0,29.4,75,0
298.7,53.0,144,0
299.8,33.3,168,0
297.7,40.2,95,0
298.1,48.0,73,0
298.6,50.5,12,0
297.9,29.9,35,0
298.8,37.9,2,0
298.9,50.0,156,0
298.9,38.0,52,0
299.9,45.7,153,0
300.0,44.1,206,0
300.9,45.4,118,0
299.7,32.9,135,0
299.8,51.6,137,0
299.7,37.8,214,0
301.9,29.1,23,0
300.5,45.1,86,0
301.9,33.2,3,0
298.6,36.9,192,0
300.7,27.6,108,0
301.6,23.5,146,0
300.1,33.0,34,0
295.7,16.5,105,0
300.7,52.3,9,0
296.2,36.5,38,0
299.1,20.1,106,0
301.9,43.2,62,0
297.3,53.0,160,0
298.0,45.1,95,0
300.5,47.2,201,0
303.7,48.5,147,0
301.9,26.8,27,0
297.3,42.6,105,0
300.1,40.6,147,0
300.0,49.0,115,0
300.5,35.9,110,0
298.9,37.9,73,0
303.8,44.3,195,0
300.2,42.3,113,0
298.1,19.3,158,0
299.9,69.6,62,1
303.0,42.1,125,0
297.8,36.9,64,0
299.2,47.2,132,0
299.4,48.6,44,0
301.4,53.2,4,0
296.7,32.5,182,0
302.1,45.0,204,0
303.3,48.1,32,3
298.8,49.1,128,0
298.1,40.8,169,0
298.1,20.8,29,0
298.7,35.2,77,0
300.8,37.1,169,0
300.1,46.1,120,0
296.5,34.5,166,0
300.3,57.7,142,0
300.9,23.0,156,0
301.7,39.6,56,0
303.4,37.5,118,0
298.9,38.5,27,0
302.2,48.4,185,0
298.7,48.8,71,0
297.8,42.5,23,0
300.3,37.9,42,0
298.1,42.8,0,0
302.2,47.0,98,0
300.9,40.6,109,0
299.4,47.6,96,0
299.0,35.3,102,0
297.6,28.8,106,0
302.6,36.6,46,0
299.0,24.0,221,0
299.0,46.4,112,0
302.1,35.3,6,0
301.9,32.5,188,0
298.2,21.4,41,0
300.2,35.7,160,0
297.4,37.6,118,0
300.1,23.0,125,0
300.0,33.6,5,0
303.5,42.9,85,0
297.4,33.4,186,0
299.7,41.9,221,4
304.2,41.4,58,0
300.2,38.3,51,0
300.2,54.8,39,0
299.3,44.7,78,0
299.7,46.6,2,0
303.8,50.2,178,0
300.5,31.5,8,0
301.4,29.8,127,0
300.0,52.4,142,0
303.6,30.9,122,0
297.5,39.0,127,0
297.5,40.6,144,0
298.5,34.8,35,0
299.7,35.8,6,0
298.6,40.2,173,0
301.7,29.9,73,0
300.8,48.8,91,0
302.6,29.3,37,0
297.2,41.3,147,0
302.5,35.6,176,0
298.4,29.8,137,0
297.4,53.7,61,0
297.9,38.5,123,0
298.1,33.3,40,0
300.5,35.2,97,0
298.7,49.5,200,0
298.8,41.6,62,0
301.3,31.3,180,0
298.3,52.5,98,0
299.9,44.9,108,0
303.0,71.3,122,1
301.4,53.3,104,0
297.6,57.4,139,0
300.2,43.8,108,0
296.9,48.7,215,0
304.1,31.4,144,0
300.8,38.0,45,0
298.6,39.1,36,0
298.0,42.6,54,0
301.0,47.4,167,0
300.5,48.3,122,0
303.8,18.6,22,0
301.8,46.8,151,0
299.3,37.5,203,4
299.0,42.4,93,0
301.7,39.4,2,0
298.3,44.7,73,0
300.4,36.3,127,0
297.7,30.2,135,0
297.8,42.9,206,0
298.1,38.2,211,0
300.9,30.2,53,0
300.7,27.3,69,0
302.7,51.4,157,0
301.9,44.7,131,0
302.6,53.4,42,0
298.6,37.3,203,0
298.0,45.8,114,0
297.7,21.9,61,0
299.7,30.3,125,0
297.5,28.0,30,0
303.5,46.1,89,0
301.3,50.2,214,0
302.2,37.7,55,0
302.1,39.7,95,0
298.5,58.7,26,0
297.8,36.6,152,0
298.9,28.4,177,0
299.6,39.8,48,0
298.9,54.0,95,0
302.5,21.6,131,0
298.6,57.6,50,0
297.1,20.3,159,0
303.4,21.3,78,0
298.6,54.0,41,0
303.8,47.8,176,0
303.6,44.8,101,0
298.8,28.1,103,0
299.3,60.3,163,0
297.3,36.7,116,0
298.3,46.2,148,0
300.8,45.4,179,0
300.2,40.8,17,0
297.9,34.7,5,0
300.2,46.7,90,0
297.4,37.8,211,0
295.7,54.4,119,0
297.4,57.3,163,0
300.4,47.2,3,0
302.6,54.8,253,4
301.1,44.1,103,0
301.2,39.3,217,0
301.5,51.1,22,0
301.5,41.9,140,0
303.7,33.7,149,0
298.0,32.8,215,0
298.4,43.1,166,0
299.3,26.0,102,0
297.2,55.6,163,0
297.6,31.6,79,0
303.3,31.7,34,0
299.7,31.6,175,0
297.3,41.7,6,0
303.4,55.3,31,0
297.5,46.1,84,0
300.6,49.9,19,0
299.8,46.7,136,0
301.6,29.9,93,0
299.4,40.2,111,0
298.9,41.6,187,0
301.7,51.1,87,0
302.4,37.7,29,0
297.3,43.8,24,0
302.4,54.6,61,3
303.5,21.1,112,0
303.6,33.6,184,0
300.7,52.6,205,0
299.5,56.2,32,0
300.7,35.8,32,0
298.1,42.4,59,0
298.8,50.0,104,0
301.2,49.8,115,0
296.8,52.0,140,0
301.3,40.1,25,0
298.4,44.0,124,0
299.0,47.8,163,0
300.5,50.3,175,0
301.0,42.0,141,0
301.4,36.4,83,0
298.9,25.8,33,0
301.3,30.8,210,0
299.2,48.7,93,0
298.6,60.5,32,0
299.3,25.1,2,0
298.0,37.3,120,0
303.8,58.7,213,2
298.1,30.3,3,0
298.5,40.1,131,0
303.2,19.0,5,0
300.0,29.7,168,0
301.4,41.4,195,0
297.3,47.6,98,0
299.7,39.3,131,0
300.7,40.4,214,0
302.4,33.9,139,0
300.8,27.9,183,0
303.9,31.4,209,0
297.2,45.8,105,0
299.2,46.6,63,0
303.3,33.5,75,0
302.5,41.2,154,0
303.4,35.8,92,0
297.5,37.7,197,0
297.4,32.3,180,0
301.4,44.4,96,0
297.3,44.4,169,0
301.0,43.5,136,0
299.5,31.5,44,0
298.5,25.8,154,0
300.2,49.3,163,0
300.0,48.6,113,0
299.0,39.9,97,0
298.8,42.4,132,0
302.4,32.3,196,0
298.7,31.1,49,0
297.6,46.3,149,0
300.8,45.6,174,0
298.9,41.8,165,0
298.1,32.8,65,0
298.2,24.2,49,0
302.4,22.4,197,0
304.0,53.9,7,0
301.7,28.7,19,0
301.0,43.4,133,0
299.2,55.4,76,0
301.3,36.8,113,0
298.6,30.2,41,0
300.1,51.0,211,0
298.0,32.3,200,0
297.8,58.7,129,0
298.6,34.0,215,0
298.4,34.6,150,0
298.7,29.1,195,0
302.3,51.9,173,0
298.7,30.4,92,0
300.1,58.2,114,0
302.6,29.5,151,0
302.5,34.8,86,0
298.2,51.8,5,0
299.6,23.3,205,4
297.0,51.1,130,0
297.5,42.8,209,0
301.4,50.9,178,0
300.7,32.3,170,0
300.1,17.0,123,0
296.4,35.1,75,0
300.0,22.7,49,0
299.5,29.2,132,0
296.9,30.8,181,0
301.3,38.4,195,0
300.9,35.9,81,0
299.6,60.5,13,0
302.3,44.5,83,0
299.7,42.7,85,0
298.4,27.0,194,0
302.6,48.0,67,0
297.4,46.6,7,0
298.6,31.5,7,0
297.4,51.9,188,0
298.1,46.0,61,0
300.8,33.4,142,0
297.7,43.0,197,0
298.0,42.5,54,0
298.8,41.0,51,0
299.7,35.1,142,0
301.5,47.3,77,0
302.0,32.1,143,0
299.9,48.7,119,0
298.3,50.4,13,0
298.0,33.3,50,0
298.7,26.9,73,0
299.2,50.4,226,0
301.2,38.4,51,0
298.9,32.5,55,0
301.3,47.6,45,0
299.2,47.0,183,0
299.8,48.0,82,0
301.0,32.7,138,0
297.7,51.1,191,0
300.2,47.9,201,0
297.3,38.2,2,0
297.2,44.4,9,0
297.3,59.8,182,0
300.9,38.8,127,0
302.0,45.4,174,3
299.0,26.8,17,0
297.8,26.1,52,0
299.5,45.7,173,0
300.6,48.1,88,0
304.2,18.4,139,0
302.9,25.0,180,0
297.8,39.8,21,0
302.7,44.5,49,0
300.0,34.6,195,0
302.1,45.4,111,0
302.0,40.5,24,0
299.1,67.5,20,1
300.0,43.6,123,0
303.8,38.6,72,0
297.5,36.0,141,0
299.9,34.8,16,0
302.0,36.1,124,0
300.9,40.7,24,0
302.3,30.4,115,0
300.7,33.2,100,0
302.4,15.4,203,0
297.0,46.1,173,0
301.4,39.5,0,0
299.9,51.2,185,0
302.6,34.4,228,4
301.3,34.1,172,0
299.3,39.5,47,0
301.7,32.5,201,0
297.2,23.8,61,0
301.3,39.5,27,0
298.9,25.4,81,0
300.9,48.8,192,0
302.6,35.0,215,5
301.9,36.9,50,0
298.3,54.3,89,0
300.4,29.2,215,0
300.8,45.5,16,0
302.2,28.1,170,0
300.8,28.1,63,0
303.4,36.8,85,0
299.3,35.0,70,0
303.7,50.1,31,0
298.1,38.7,188,0
298.9,31.2,76,0
298.3,46.1,80,0
303.4,45.4,184,0
298.9,30.2,214,0
300.0,33.4,76,0
298.5,28.9,20,0
299.0,52.2,44,0
302.2,29.7,16,0
298.1,49.4,5,0
298.6,49.7,136,0
297.6,47.8,84,0
301.5,29.3,114,0
303.7,28.4,46,0
304.2,43.4,56,0
299.2,50.9,85,0
302.2,26.4,4,0
299.2,52.5,193,0
298.5,59.1,115,0
301.1,20.2,41,0
297.7,42.1,58,0
304.1,20.8,59,0
296.2,40.6,28,0
301.3,32.5,110,0
297.5,30.0,163,0
299.8,38.8,215,0
297.6,38.1,152,0
301.8,34.1,93,0
298.0,41.8,160,0
301.6,34.5,102,0
300.4,42.2,14,0
298.4,41.7,119,0
299.1,26.9,74,0
297.1,23.5,155,0
299.0,38.6,16,0
298.8,40.6,124,0
296.3,19.1,67,0
298.2,43.5,158,0
302.6,36.2,84,0
302.5,24.6,124,0
302.4,40.3,162,0
297.5,54.8,145,0
304.3,39.0,14,0
299.0,44.7,94,0
301.4,33.0,181,0
303.1,26.7,157,0
303.8,55.8,193,0
297.0,47.7,168,0
302.9,33.1,152,0
297.0,42.2,157,0
300.5,32.7,44,0
299.1,43.1,40,0
300.2,47.5,146,0
296.8,54.4,17,0
298.0,35.2,31,0
298.7,43.3,46,0
302.0,17.8,17,0
298.9,31.4,86,0
297.4,28.8,174,0
300.3,27.8,178,0
300.0,42.2,186,0
299.6,39.1,110,0
299.3,49.4,93,0
303.8,45.7,180,0
298.8,45.8,81,0
298.3,28.3,130,0
300.4,38.7,5,0
297.8,39.6,199,0
299.8,27.5,29,0
300.5,32.1,37,0
299.2,41.1,88,0
302.7,55.0,25,3
301.0,31.2,182,0
297.5,38.0,123,0
298.2,49.9,69,0
302.2,34.9,106,0
300.5,50.5,35,0
298.9,62.7,161,0
299.2,34.7,6,0
300.2,38.1,45,0
298.5,50.5,22,0
302.4,47.6,127,0
301.2,39.6,109,0
300.3,29.0,177,0
299.4,42.7,183,0
302.3,39.0,127,0
301.9,29.9,13,0
297.7,47.9,18,0
298.5,37.5,94,0
301.6,44.4,106,0
301.3,46.7,90,0
298.5,40.9,157,0
298.1,37.5,126,0
295.7,42.5,121,0
301.9,34.5,46,0
298.8,33.6,131,0
298.2,45.5,171,0
297.7,39.9,12,0
295.5,47.3,9,0
300.5,45.9,210,4
303.9,44.4,119,0
299.4,32.2,178,0
299.7,40.1,195,0
298.8,58.6,123,0
298.1,43.5,78,0
297.1,40.0,35,0
302.1,27.1,233,0
298.8,44.1,184,0
300.1,29.3,71,0
301.8,5.8,215,1
299.2,37.8,91,0
296.5,33.5,104,0
298.4,15.3,98,1
300.4,31.1,113,0
300.6,49.1,74,0
302.6,35.5,91,0
297.6,49.7,104,0
297.7,46.8,188,0
298.5,33.9,107,0
298.6,35.7,23,0
297.9,49.8,43,0
297.3,49.0,61,0
303.2,37.9,0,0
302.2,26.9,33,0
296.9,50.7,130,0
302.3,39.7,141,0
300.3,56.1,12,0
297.0,46.2,165,0
297.1,28.4,202,0
300.0,43.9,138,0
301.6,60.8,73,0
304.0,34.8,211,0
300.8,22.8,33,0
297.2,40.7,158,0
300.8,38.4,109,0
299.1,42.4,48,0
297.4,37.9,191,0
298.3,35.5,0,0
299.6,48.0,9,0
301.4,36.5,121,0
303.7,47.3,49,0
299.3,42.2,30,0
303.5,51.6,80,0
297.6,48.1,0,0
300.5,38.9,166,0
302.1,44.6,31,0
300.2,47.8,34,0
300.4,31.3,152,0
299.1,40.7,39,0
298.4,17.7,210,0
297.4,46.9,199,0
301.0,39.5,75,0
298.1,38.7,43,0
300.4,62.0,18,0
299.0,34.7,159,0
300.2,22.9,165,0
298.1,36.1,189,0
302.4,47.9,79,0
296.2,37.0,44,0
299.3,54.2,80,0
299.6,37.1,73,0
300.6,52.1,210,0
302.7,22.7,207,0
298.8,32.4,189,0
300.5,57.9,191,2
301.5,41.0,114,0
303.5,34.8,121,0
300.4,51.2,174,0
301.2,50.8,15,0
299.5,43.3,136,0
298.1,53.9,207,2
302.6,45.5,54,0
297.1,38.9,166,0
301.4,30.7,90,0
298.9,53.7,71,0
300.6,29.2,200,0
298.9,63.6,30,1
298.0,51.9,47,0
300.1,43.9,20,0
302.3,33.9,119,0
299.2,41.6,146,0
299.8,42.6,127,0
302.4,42.0,110,0
297.3,36.3,45,0
299.5,31.3,210,0
300.4,38.0,198,0
301.6,43.6,15,0
301.7,28.7,66,0
297.6,46.0,51,0
300.8,48.7,111,0
300.3,46.2,62,0
302.6,59.8,169,1
300.2,54.2,173,0
